,rate,real,comment,like,dislike,nick,nicknum,date
2133,10,0,±×Àú ±×·± ÄÚ¹Ìµð ¿µÈ­ÀÎÁÙ ¾Ë¾Ò´õ´Ï »ý°¢Áöµµ ¸øÇÑ ÀÌ¾ß±â¿¡ °¨µ¿±îÁö ÁøÂ¥ ÃÖ°í¤Ì¤Ì  ,6,5,s253****,13354700,['2017.11.02 23:43']
2134,9,0,¿ôÀ½°ú´«¹°ÀÌµ¿½Ã¿¡~!!!¸¶À½ÀÌµû¶æÇØÁö´Â¿µÈ­³×¿ä^^  ,6,5,¹«Áö(bbum****),13353182,['2017.11.02 16:59']
2135,8,0,ÄÚ¹Í°ú °¨µ¿ÀÔ´Ï´Ù ¿£µùÀº ÁöÃ¢¿íÀÌ ´Ù »ì·È³×¿ä ¹æ±Ý º¸°í ³ª¿Ô¾î¿ä! Áß°£¿¡ ¾à°£ Áö·çÇØ¼­ ÀáÀÌ ¿ÔÁö¸¸ ±×°Å»©°ï ÃÊ¹Ý/ÈÄ¹Ý ÀÓÆÑÆ® °­·ÄÇØ¿ä!  ,6,5,JCW ÁöÆÔ(alec****),13352611,['2017.11.02 13:22']
2136,10,0,¸¶µ¿¼®°ú ÀÌµ¿ÈÖ ÄÉ¹Ì¿¡ ³î¶÷ ¤¾¤¾ ´«¹°ÀÌ ³¯¶óÄ¡¸é ¿ôÀ½ÀÌ ²Î²ÎÅÍÁü! °¡º±°Ô º¸±â ÁÁÀ½! ÃßÃµÃßÃµ  ,6,5,Michelle(rusi****),13352208,['2017.11.02 11:04']
2137,10,0,¿ª½Ã ¸¶ºí¸®!!! Àë³ª°Ô ºÃ¾î¿ä ¤»¤»¤»  ,6,5,¿ÀÈ£¶ó(htj6****),13352021,['2017.11.02 09:53']
2138,10,0,ÀÏ´Ü ¿ô±è. °¡º±Áö¸¸ ±×·±°Í °°Áöµµ ¾ÊÀº...°¡Á·»ý°¢ ³ª¿ä¤Ì¤Ì  ,6,5,½ÂÁêÀÌ(matr****),13351979,['2017.11.02 09:31']
2139,1,0,ÇÏ... ´ñ±Û¾Ë¹ÙµéÇÑÅ× ´çÇß´Ù....  ,7,6,ºüµ¥¼ö¿Ë(lucl****),13357850,['2017.11.03 22:57']
2140,1,0,¸¶µ¿¼® ¹Ï°í ºÃ´Âµ¥... ³Ê¹«½Ç¸Á°¨ÀÌÅ©³×¿ä...¸¶Áö¸· 10ºÐÁ¤µµ¸¸ º¼°Å¸®ÀÖÀ½. Áö·çÇß¾î¿ä... ºñµð¿À°¢  ,7,6,¿¡ÀÌÄ¡ºí¶ûÇÃ¶ó¿ö(hbla****),13357838,['2017.11.03 22:53']
2141,10,0,Àç¹ÌÀÖ°Ô ºÃ½À´Ï´Ù. Àúµµ ÇüÁ¦°¡ ÀÖ´Âµ¥  °ø°¨µÇ´Â ºÎºÐÀÌ ¸¹¾Æ¼­  ÁÁ³×¿ä.ºÎ¸ð´Ôµµ »ý°¢µµ³ª°í ÇüÁ¦ ÀÖÀ¸½ÅºÐµé °­ÃßÇÕ´Ï´Ù. °ø°¨µÇ½Ç°Å¿¡¿ä.¿äÁò ±âºÐÀÌ ¿ì¿ïÇß´Âµ¥  Àßº¸°í °¡³×¿ä.  ,7,6,ghgu****,13352991,['2017.11.02 15:42']
2142,4,0,"Àú¿Í ³²Ä£ÇÑÅ×´Â ¾È¸Â¾Ò´ø ¿µÈ­³×¿ä. ÄÚ¹Ìµð¶ó±æ·¡ ""¼³¸¶ ¸¶Áö¸·¿¡ ¾ïÁö°¨µ¿ ÁÖ´Â°Å ¾Æ³Ä?"" Çß´õ´Ï Á¤¸» ¾ïÁö ´«¹°³»·ÁÇÏ°í...¿µÈ­¸¸µå´À¶ó °í»ýÇÏ½Å ºÐµéÇÑÅÙ ÁË¼ÛÇÏÁö¸¸  ÄÚ¹Í, µå¶ó¸¶, È£·¯ Áß ÇÏ³ªµµ ¸ø ÀâÀ¸½Å °Í °°¾Æ ¾ÈÅ¸±õ½À´Ï´Ù..  ",8,7,¿¡ºñ¾Ó(way4****),13354790,['2017.11.03 00:05']
2143,1,0,¸¶µ¿¼®µµÁÁ°í ÀÌÇÏ´Ì ÀÌµ¿ÈÖ´ÙÁÁÁö¸¸..ÀÌ°ÇÁ»¾Æ´Ñµí..µµÀúÈ÷¸øº¸°Ú¾î¼­Áß°£¿¡³ª¿È  .. ¿ÏÀüÂ«»Í¿µÈ­  ,8,7,pk50(hero****),13354688,['2017.11.02 23:41']
2144,10,0,Àç¹Õ¾î¿ä ¤»¤» °¡º±°Ô ÃßÃµÇÕ´Ï´Ù  ,8,7,Little b(chan****),13353061,['2017.11.02 16:11']
2145,1,0,¾Æ À¯Ä¡ÇØ ÀÌ·± ¿µÈ­¸¦ ¸¸µé´Ù´Ï Åä¸£°¡ ÈÎ³µ´Ù  ,9,8,¸¼Àº¼­¿ï(leei****),13352796,['2017.11.02 14:25']
2146,10,0,¿äÁò ¸¸»ç°¡ ¿ì¿ïÇÑµ¥ °¡º±°í À¯ÄèÇØ¼­ º¸±â µü ÁÁ´Ù  ³²ÀÚµéÀº ÈÞÁö ÇÊ¼öÀÏ µí  ¿©ÀÚº¸´Ù ³²ÀÚµéÀÌ ´õ ´«¹°³ª´Â ¿µÈ­¶ó  ,9,8,²ó²ó(tolo****),13351950,['2017.11.02 09:07']
2147,1,0,°¡¹®ÀÇ ¿µ±¤ ½Ã¸®Áî Àç½ÃÀÛÀÌ³Ä  ,11,10,qloy****,13353036,['2017.11.02 16:01']
2148,10,0,"ÁøÂ¥ ¸¶µ¿¼®,ÀÌµ¿ÈÖ ¤»¤»  ",11,10,¸Þ½Ã±â¸ðÂî(juen****),13351372,['2017.11.02 00:43']
2149,4,0,³Ê¹« À¯Ä¡ÇÏ°í Áö·çÇØ¼­ º¸´Ù°¡ ³ª¿Ô³×¿ä¤Ð¤Ð¹üÁËµµ½Ã ¸¶µ¿¼® ±â´ëÇÏ±¸ ºÃ´Âµ¥...¿µÈ­ ÁÙ°Å¸®µµ ¾û¼ºÇÏ±¸ ¿ÏÀü ½Ç¸Á ÀÔ´Ï´Ù  ,14,13,ÃÊÄÚ¼ÛÀÌ(many****),13352414,['2017.11.02 12:15']
2150,1,0,ÀÌ ¿µÈ­°¡ ¿Ö ¹üÁËµµ½Ãº¸´Ù ¸Å¸ÅÀ²ÀÌ ÀûÁö?  ,0,0,±èÀÍÅÂ(kkkk****),13409293,['2017.11.19 17:46']
2151,10,0,³Ê¹«Àç¹Õ¾î¿ä °¡Á·¿µÈ­·Î°­·ÂÃßÃµ  ,0,0,¸ô¶ó(math****),13409044,['2017.11.19 16:46']
2152,10,0,Àû´çÇÑ ½Ã°£´ë°¡ ÀÌ ¿µÈ­¹Û¿¡ ¾ø¾î¼­ ±â´ë ¾ÈÇÏ°í ”f´Âµ¥ Ã³À½¿£ ³²ÅÁ¿¡ ³²ÀÚ À§ÁÖ¿©¼­ Â¥Áõ³µ´Ù°¡ ÈÄ¹Ý´ë¿¡¼­ ¾ö¸¶ ÀÌ¾ß±â°¡ ³Ê¹« ½½Æá¾î¿ä ¤Ð¤Ð  ,0,0,°â´ó(sinh****),13409007,['2017.11.19 16:37']
2153,10,0,¹«Á¶°Ç ºÁ¶ó. Àç¹Õ´Ù!!!  ,0,0,ÆÄºí·Î¹Ù(xade****),13408491,['2017.11.19 14:14']
2154,10,0,¾ÆµéÀÌ¶û Àç¹ÌÀÖ°Ô ºÃ¾î¿ä~  ,0,0,qcki****,13407996,['2017.11.19 11:54']
2155,10,0,°³²ÜÀë~~~~!!!!  ,0,0,dbsx****,13407753,['2017.11.19 09:58']
2156,4,0,Ã³À½¿¡ ÄÚ¹ÍÇÑ ºÎºÐÀº Â÷¶ó¸® ±¦Âú¾Ò´Âµ¥ µÚ¿¡ °¨µ¿ÀûÀÎ Ã´ÇÒ¶§ ³Ê¹« °ÅºÎ°¨ÀÌ µé¾ú´Ù  ,0,0,²ó²ó(hpjh****),13403799,['2017.11.18 13:52']
2157,4,0,"Á¶±Ý¸¸  Àç¹Õ¾î¿ä¤Ì¤Ì¸¶µ¿¼® ¶§¹®¿¡ º»°Çµ¥ ,,  ",0,0,ÀåÁöÇö(sky1****),13400655,['2017.11.17 18:37']
2158,8,0,¸¶ºí¸®°¡ ¿ª½Ã ´ë¼¼ÀÎ°¡ºÁ¿ä  ,0,0,¾ÆÀÌ½º²Ù¸²(mknb****),13399951,['2017.11.17 14:48']
2159,10,0,Àç¹Ì¾ø¾î¼­ »ç¿À½ÊºÐ?º¸´Ù°¡ Àáµé±îºÁ ¿©Ä£ÀÌ¶û ³ª¿Í¼­ »ï°ã»ì¸Ô´ÂÁßÀÓµÂ ÄÚ¹ÍÀÌ¶ó°í ÇÏ´õ´Ï ¹¹ ¿ôÀ½Æ÷ÀÎÆ®µµ ¸ð¸£°Ú±¸ ½ºÅä¸®µµ ±×´ÚÀÌ±¸...ÀüÃ¼ÀûÀ¸·Î ±×³É ¹¹ Â÷¶ó¸® ÄÚ¹Í¾Æ´Ï¾ú´ø ¹üÁËµµ½Ã°¡ ´õ Àç¹Ô¾ù´øµí..  ,0,0,±èÇö¿ì(rlag****),13398984,['2017.11.17 09:31']
2160,8,0,°¡º­¿î ÄÚ¹Ìµð·Î ±âºÐÀüÈ¯°â º¸±â¿¡ µüÀÔ´Ï´Ù. ¼Ò¼ÒÇÑ Àç¹Ìµµ ÀÖ°í ÀÌÇÏ´Ì¾¾ ³Ñ  ¿¹»Ú°í ¿¬±âµµ ÀßÇØ¼­ ±â¾ï¿¡ ¸¹ÀÌ ³²³×¿ä.±×³×Å¸¸é¼­ ¿ô´Â ¾ó±¼ÀÌ Âü ÀÌ»¼¾î¿ä  ,0,0,È°Â¦(wise****),13398884,['2017.11.17 08:17']
2161,8,0,ÄÚ¹Í °ú ¹ÝÀü ³»¿ëÀÌ ÀÖ¾ú¾î¿ä. Àë³µ³×¿ä  ,0,0,µþ±â¸¶¸¶(ddal****),13398837,['2017.11.17 07:29']
2162,5,0,¾Æ´Ï  ÇÑ ¹è¿ì°¡ ÁÖ¿¬À¸·Î ³ª¿À´Â ¿µÈ­°¡ µ¿½Ã °³ºÀ? ¿Í ¼Ò¸§..  ,0,0,a(wiii****),13396897,['2017.11.16 19:18']
2163,2,0,"¾î¸Ó´Ï¶û 1ÁÖÀÏ¿¡ 1Æí¾¿ °°ÀÌ º¸´Âµ¥,Ã³À½À¸·Î Áß¹ÝÂë¿¡ ±×³É ³ª°¡½ÃÀÚ°í ÇÏ½Ã³×¿ä.³»°¡ ¸ÕÀú ÇÏ°íÇÂ ¸»À»...¤¾¤¾¿µÈ­¿ä?¿ÃÇØ º»°Í Áß ÃÖ¾ÇÀÔ´Ï´Ù.¸®¾óº¸´Ùµµ¿ä!!  ",0,0,¸¶·¡¸ðÇØ(cute****),13394928,['2017.11.16 09:30']
2164,5,0,Áß°£¿¡ ±Í½Å¼³Á¤Àº ³Ê¹« ¿¡¹ÙÂüÄ¡¿´³×¿©¤» ±×°Å¸¸ ¾øÀ¸¸é ±¦Âú¾ÒÀ»°Í°°±âµµ ÇÏ°í..  ,0,0,µµ¶óµµ¶ó(jiso****),13390336,['2017.11.15 02:55']
2165,7,0,ÁøÂ¥ ¸¹ÀÌÁà¼­ 7Á¡ÁøÂ¥¸ÓÁö?  ,0,0,ÀÌÅÂÁ¤(ghkx****),13376695,['2017.11.10 07:24']
2166,7,0,"¾à°£ ½ºÅä¸®°¡ ¿¬°áµÇÁö ¾Ê´Â ºÎºÐÀÌ °É·ÈÁö¸¸, ¼Ò¼ÒÇÏ°Ô º° ±â´ë¾øÀÌ º¼ ¸¸ Çß´Ù..  ",0,0,ÇÑ¾ó(sman****),13369137,['2017.11.07 13:25']
2167,7,0,¸¶µ¿¼®Àº Èû¾²°í ´Ü¼øÇÑ Ä³¸¯ÅÍ ¾Æ´Ï¸é ÇÑ°è°¡ ÀÕ±¸³ª ´À³¢¸ç ½Ç¸ÁÇÑ ¿µÈ­. Àá±ñ Àá±ñ ¿ô±ä °Å »©°í´Â ÀüÃ¼ÀûÀÎ ½ºÅä¸® ±¸¼ºµµ ±×·¸°í ¾û¼ºÇÏ°í ´ëÃæ ¸¸µç ´À³¦ÀÌ´Ù.  ,0,0,dd(jiwo****),13361610,['2017.11.04 23:05']
2168,7,0,¸ø³­ ¾Æµé ¸¶µ¿¼®°ú ¼­·´°Ô ÀÚ¶õ ÀÌµ¿ÈÖ. ±×¸®°í ½Ä»óÇÏÁö¸¸ Áö¼ÓÀûÀ¸·Î ¸ÔÈú¸¸ÇÑ ½Ã³ñ.  ,0,0,¹Ù´©(ikar****),13360668,['2017.11.04 19:14']
2169,10,0,¿ô±â°í ½½ÇÁ°í °¨µ¿ÀûÀÌ°í ´Ù ÇÑ´Ù  ,0,0,°øµ¹ÀÌ(ksun****),13360068,['2017.11.04 16:45']
2170,9,0,¿ª½Ã ¸¶ºí¸® ¹üÁËµµ½Ã¿¡ ÀÌ¾î ÀÌ¹ø³âµµ ¸¶ºí¸® Ãâ¿¬ÀÛÇ° ´Ù ¹Ï°í º¾´Ï´Ù!!  ,0,0,¿î¾¿(kim6****),13360066,['2017.11.04 16:44']
2171,10,0,³Ê¹«Àç¹Õ¾î¿ä ¸¶µ¿¼®¸Å·ÂÅÍÁü ¹è¿ìµé¿¬±âÂ¯  ,0,0,ÇÑÃ¢¿ì(kksh****),13360062,['2017.11.04 16:43']
2172,10,0,¿©·¯¹ø ¿ô°í ¿ï°í Çß³×¿ä Àç¹Õ°Ô Àß ºÃ½À´Ï´Ù !!  ,0,0,²ÞÆ²¸¾(dksa****),13360058,['2017.11.04 16:42']
2173,10,0,»ý°¢Çßµç°Íº¸´Ù ´õ Àç¹ÌÀÖ³×¿ä  ,0,0,Á¦ÁÖ¿ëÀÌ(godq****),13360047,['2017.11.04 16:41']
2174,10,0,°¡º±°Ô ¿ôÀ¸¸é½Ã º¼ ¼ö ÀÖ¾î¼­ ÁÁ¾Ò½À´Ï´Ù~¿ôÀ½ÄÚµå°¡ ¸¹¾Æ¿ä!¤¾¤¾  ,0,0,dkdk****,13360044,['2017.11.04 16:40']
2175,10,0,¹ÝÀüÀÌ ÀÖ´ÂÁÙ ¸ð¸£°í º¸´Ù°¡Áß°£¿¡ ¹«¼­¿ü¾î¿ä ¸¶µ¿¼® ÀÌµ¿ÈÖ Áý¾È ¸ç´À¸®°¡ ¿ô±â°í Àç¹Õ¾úÀÌ¿ä  ,0,0,dla4****,13360040,['2017.11.04 16:39']
2176,10,0,±â´ë¾ÈÇÏ°í ºÃ´Âµ¥ »ý°¢º¸´Ù Àç¹ÌÀÖ¾ú¾î¿ä ¾î»öÇÏÁöµµ ¾Ê¾Ò°í ¢¾¢¾¢¾  ,0,0,¹Ö(dksa****),13360034,['2017.11.04 16:38']
2177,10,0,"Àç¹Ìµµ ÀÖ°í,´«¹°µµ ÀÖ°í, ÃßÃµÇÕ´Ï´Ù~~ ²ÀÇÑ¹ø º¸¼¼¿ä~^^  ",0,0,khi2****,13360029,['2017.11.04 16:37']
2178,8,0,³»¿ëÀº »·ÇßÁö¸¸ ¿ôÀ½°ú°¨µ¿À¸·Î ²ËÂù¿µÈ­¿´¾î¿ä¤¾¤¾  ,0,0,ÀåºÎ(knb3****),13360025,['2017.11.04 16:36']
2179,10,0,µÑÀÇ ÄÉ¹Ì°¡ ³Ê¹« Àç¹Õ¾ú¾î¿ä ¤»¤» ÃÊ¹ÝºÎÅÍ ³Ê¹« ¿ô°Ü¼­ ¿ô´Ù°¡ ½Ã°£ ´Ù °¨¿© ¤»¤»  ,0,0,ÀÌ¹Î¼ö(dlal****),13360021,['2017.11.04 16:35']
2180,9,0,À¯ÄèÇÑ ÄÚ¹Í°ú ´õºÒ¾î °¨µ¿±îÁö ´À³¥¼öÀÖ¾ú³×¿ä. °¡Á·¿µÈ­·Î ÃßÃµÇÕ´Ï´Ù.  ,0,0,kora****,13360013,['2017.11.04 16:32']
2181,10,0,¸¶µ¿¼® ÀÌÁ¦ ¹Ï°íº¸´Â ¹è¿ìÀÔ´Ï´Ù. Àç¹Õ¾î¿ä.  ,0,0,ldh4****,13360009,['2017.11.04 16:31']
2182,10,0,¿ô´Ù°¡ ¿ï´Ù°¡.. °¨µ¿ÀûÀÎ ¿µÈ­ÀÔ´Ï´Ù  ,0,0,dlal****,13360001,['2017.11.04 16:30']
2183,10,0,Àç¹ÌÀÖ°í °¨µ¿ÀÌ ÀÖ´Â ¿µÈ­³×¿ä.^^  ,0,0,³ë·ç(kk19****),13359997,['2017.11.04 16:29']
2184,10,0,¾Æ¹«»ý°¢¾øÀÌ ¿ôÀ¸¸é¼­ º¼¼öÀÖ¾î¿ä~ ¸¶Áö¸·¿£ °¨µ¿µµ ÀÖ±¸¿ä¤¾¤¾ °£´ÜÇÏ°Ô º¸°í½ÍÀ»¶§ ÁÁ½À´Ï´ç  ,0,0,zzangÁö(kjj2****),13359993,['2017.11.04 16:27']
2185,10,0,¾Æ¹« »ý°¢ ¾øÀÌ º¸´Ù µîÄ¡ Å« °æ»óµµ ³²ÀÚ¸¦ ¿ÐÄ¬ ´«¹°ÀÌ ³ª¿À°Ô ¸¸µå´Â ¿µÈ­ÀÌ³×¿ä ºÎ¸ð´Ô »ì¾Æ °è½Ç ¶§ È¿µµ ÇØ¾ß°Ú¾î¿ä °í¸¿½À´Ï´Ù  ,0,0,½Å°æ½Ä(ds35****),13359988,['2017.11.04 16:26']
2186,10,0,´ç¿¬ÇÏ°Ô ÀØ°íÀÖ´ø »ý°¢ÀÇ ¹ÝÀüÀÇ¹ÝÀü ¿¬¼Ó(!)¿ô´Ù°¡¿ï´Ù°¡¿ôÀ¸¸é¾ÈµÇ´Âµ¥.. ÁÁ´Ù^^  ,0,0,±è¹ÎÀç(kmja****),13359985,['2017.11.04 16:25']
2187,10,0,´ë¹Ú ¹Ï°íº¸´Â ¹è¿ìµé°ú ¿µÈ­³»¿ë Àç¹Õ¾î¿ä~  ,0,0,¹Ì¶Ë(dlal****),13359982,['2017.11.04 16:24']
2188,10,0,´Ü¼øÈ÷ °¡º±±â¸¸ ÇÑ ¿µÈ­°¡ ¾Æ´Ï¶ó ÁÁÛ´Ù  ,0,0,dlak****,13359979,['2017.11.04 16:23']
2189,8,0,Àç¹ÌÀÖ°Ô Àß ºÃ½À´Ï´Ù. ÄÚ¹Í¿µÈ­¶ó »ý°¢Çß´Âµ¥ ÈÄ¹ÝºÎ °¨µ¿...  ,0,0,¿µ(dlad****),13359971,['2017.11.04 16:22']
2190,10,0,ÄÚ¹Í °¡Á·¿µÈ­~ ¸¶µ¿¼® Àü¼º½Ã´ë°¡ ¿­¸®´Â°Ç°¡?  ,0,0,kmss****,13359965,['2017.11.04 16:21']
2191,10,0,ÇÑ¹ÙÅÁ¿ô°í¿ï°íÇß³×¿ä ÁøÂ¥ Àç¹Õ¾î!!! °¨µ¿ÀûÀÌ¸é¼­ ¿Â°¡Á·ÀÌº¸±âÁÁÀº¿µÈ­  ,0,0,guen****,13359958,['2017.11.04 16:20']
2192,9,0,°¨µ¿°ú ¼Ò¼ÒÇÑ ¿ôÀ½µµ ÀÖ´Â ¿µÈ­~  ,0,0,dlal****,13359954,['2017.11.04 16:19']
2193,8,0,±×³É º¼¸¸ÇÔ ¾ïÁö ´«¹°Â¥´Â°Å »©°í  ,0,0,¿ì¾Ó(kkjh****),13359951,['2017.11.04 16:18']
2194,10,0,¾Æ¿ô´Ù ¿ï´Ù Àç¹ÌÀÖ¾ù¾î¿ä ³¡³ª¹«·Æ ÂëÀÎ°¡ ÀÌÇÏ´Ì ³ª¿Í¼­ ´õÀç¹Ì ÀÖ¾ù±¸¿ä  ,0,0,¼þ±¸¸®(dlal****),13359949,['2017.11.04 16:18']
2195,10,0,»·ÇÏÁö ¾ÊÀº ¿¬Ãâ! ¾ïÁö ¿ôÀ½ÀÌ ¾Æ´Ñ Áñ°Å¿î ¿ôÀ½! ¹è¿ìµé Èû»« ¿¬±â¿¡ Æí¾ÈÇÏ°Ô ¿ô°í ´«¹° ÈÉÄ¡´Â ¿µÈ­!!  ,0,0,½Ã°£»ç³É(lghu****),13359947,['2017.11.04 16:17']
2196,10,0,´ë¹Ú ¿ô±ä Àå¸éÀÌ ÇÏ³ª ÀÖ³×¿ä ¿ô´Ù°¡ ´«¹°ÀÌ ³¯Á¤µµ·Î ¤»  ,0,0,¾Æ±â»õ(kzos****),13359942,['2017.11.04 16:16']
2197,10,0,ÄÚ¹Ìµð¸¦ À§ÇÑ ¸¶µ¿¼®ÀÇ Á¸Àç°¨  ,0,0,H S Ahn(dks1****),13359936,['2017.11.04 16:14']
2198,10,0,ÀÌµ¿ÈÖ¶û ¸¶µ¿¼® Ä³¹Ì°¡ Â¯Â¯ÀÌ¿¡¿ä ÃßÃµÇÕ´Ï´Ù~  ,0,0,dkqe****,13359935,['2017.11.04 16:13']
2199,10,0,½Ç¸Á½ÃÅ°Áö¾Ê´Â¸¶ºí¸®¢½ ¾î±ú±Í¿ä¹Ì¢½  ,0,0,dkrr****,13359932,['2017.11.04 16:12']
2200,10,0,ÁÁÀº ±ÛÀÌ ¸¸µé¾î³»´Â »ç¼ÒÇÑ ¿ôÀ½°ú ¼Ò¼ÒÇÑ °¨µ¿ÀÇ Á¶È­.  ,0,0,dlag****,13359930,['2017.11.04 16:11']
2201,10,0,Àç¹ÌÀÖ¾î¿ä~°¨¸í±í¾ú¾î¿ä^^ ¿ª½Ã ¸¶µ¿¼®´À´Ô¤¾¤¾  ,0,0,ÀÌ´ÙÈ£(ldh0****),13359926,['2017.11.04 16:10']
2202,10,0,¸¶ºí¸® ¸¶ºí¸®~~Á¤¸» Àç¹Ì ÀÖ¾ú½À´Ï´Ù.  ,0,0,¾Æ³ªÅä¹Ì(pian****),13359925,['2017.11.04 16:10']
2203,10,0,¿ª½Ã ¸¶µ¿¼® ÀÌµ¿ÈÖÀÔ´Ï´Ù. °¡º±°Ô ¿ôÀ»¼öÀÖ´Â¿µÈ­ Áß°£ºÎÅÏ »·ÇÑÀü°³Áö¸¸ ±×·¡µµ ¿¬±â·ÂÀ¸·Î ¿ô°ä¾î¿©  ,0,0,dks7****,13359921,['2017.11.04 16:09']
2204,10,0,´ÜÃ¼·Î°¡¼­ºÃ´Âµ¥´ÙµéÀë³ª°ÔºÃ´Ù°íÇÏ³×¿ä~~Àú¶ÇÇÑÀç¹ÌÀÖ°ÔºÃ½À´Ï´Ù~^^  ,0,0,dla0****,13359917,['2017.11.04 16:08']
2205,8,0,Àç¹Ì¿Í °¨µ¿ÀÌ ÀÖ´Â ¿µÈ­³×¿ä. Àß ºÃ½À´Ï´Ù.  ,0,0,dla0****,13359915,['2017.11.04 16:07']
2206,10,0,°¨µ¿°ú ¿ôÀ½À» µÑ´Ù ÁÖ´Â ¿µÈ­³×¿ä!!!  ,0,0,¸Û¸Á¸Á(lch9****),13359909,['2017.11.04 16:06']
2207,10,0,Àç¹Ì¿Í °¨µ¿ÀÌ ÇÔ²²¾î¼­ ÁÁ¾Ò¾î¿ä ^^  ,0,0,¼ö¼±È­(dl23****),13359902,['2017.11.04 16:05']
2208,9,0,¸¶µ¿¼®°ú ÀÌµ¿ÈÖÀÇ ÄÚ¹ÍÄÉ¹Ì ÁÁ¾Ò½À´Ï´Ù.  ,0,0,dlaa****,13359895,['2017.11.04 16:02']
2209,10,0,½½ÇÁ±âµµ ÇÏ°í Àç¹Õ¾ú´ø ¿µÈ­ ÇÑ¹øÂë ºÁµµ µÉ¿µÈ­  ,0,0,123(gkdl****),13359893,['2017.11.04 16:00']
2210,10,0,¿ô°í ¿ï¸é¼­ Àç¹Õ°Ô ÀßºÃ¾î¿ä!!  ,0,0,ÀüÈ­ÇÏÁö¸¶(dlal****),13359886,['2017.11.04 15:58']
2211,10,0,Àç¹ÌÀÖ¾î¿ä ¿À·§¸¸¿¡ º¸´Â ÄÚ¹Ìµð ¿µÈ­³×¿ä  ,0,0,ÀÌ¹ÎÁ¤(dlal****),13359874,['2017.11.04 15:55']
2212,10,0,³Ê¹«Àç¹Õ°í À¯ÄèÇÑ ¿µÈ­¿´¾î¿ä ³¡¿¡ °¨µ¿Æ÷ÀÎÆ®µµ ÀÖ¾î¿ä  ,0,0,ÀÓÇÏÁØ(dlag****),13359868,['2017.11.04 15:52']
2213,10,0,ÈÄ¹ÝºÎ¸¦³Ñ¾î°¡¸é¼­ ¿ôÀ½µµÀÖ°íÁÁ¾Ò½À´Ï´Ù.ºÎ¸ð´Ô²² ÀßÇØ¾ßµÉ°Í°°³×¿ä  ,0,0,¾ÈÁö¿¬(dks7****),13359866,['2017.11.04 15:51']
2214,10,0,À¯ÄèÇÔ ¼Ó¿¡ °¨µ¿ÀÌ¶ó´Â º¸¹°ÀÌ!  ,0,0,hostba(ledu****),13359864,['2017.11.04 15:50']
2215,9,0,¿ôÀ½°ú °¨µ¿ÀÌ °øÁ¸ÇÏ´Â ¿µÈ­~³¡³¯¶§Âë ±ØÁß ´ë»çÇÑ¸¶µð°¡ ´«¹°³ª°ÔÇß´Ù~¿ª½Ã ¸¶¿ä¹Ì´Â »ç¶ûÀÔ´Ï´Ù¢½  ,0,0,ley3****,13359862,['2017.11.04 15:49']
2216,7,0,¹üÁËµµ½Ã Åä¸£ ºê¶ó´õ ¼ø¼­´ë·ÎºÁ¼­ ±×·±Áö °µÀûÀ¸·Î ³»¸° ÆòÁ¡Àº ±â´ëÄ¡º¸´Ù ¸øÇÑ´À³¦? ±×·¡µµ Àç¹Õ°Ô”f¾î¿ä¤¾ ¾öÃ»ÃßÃµÇÏ°í ´ë¹ÚÀÌ¾ß ÀÌ·±¸»ÇÒÁ¤µ·¾Æ´ÏÁö¸¸~!±×¸®°í ³»¿ëµµ °ú°Å¿¡¼­ °ªÁøÀ¯¹°ÈÉÃÄ¿À´ÂÁÙ¾Ë¾Ñ´Âµ¥¤»¤»¤»¤»Âø°¢ÇÔ  ,0,0,ÆÎ¼Û(gnlf****),13359861,['2017.11.04 15:48']
2217,10,0,Àç¹ÌÀÖ¾ú¾î¿ä~ ¸¶µ¿¼®´ÔÀº ¿ª½Ã »ç¶ûÀÔ´Ï´Ù~ ³»¿ëµµ °¡Á·¾Ö ³ÑÄ¡°í ¿ôÀ½°ú °¨µ¿ÀÌ Àß´ã±ä ¿µÈ­¿¹¿ä~  ,0,0,stev****,13359860,['2017.11.04 15:47']
2218,10,0,¹ÝÀü¿µÈ­ÀÔ´Ï´Ù ½Å³ª°Ô ¿ô´Ù°¡ ³ª¿Ó¾î¿ä^^ °­ÃßÇÕ´Ï´Ù  ,0,0,ÇÏ´Ãº°(dlad****),13359856,['2017.11.04 15:46']
2219,10,0,¸¶µ¿¼®°ú ÀÌµ¿ÈÖÀÇ È¯»óÄÚ¹Í¿µÈ­. ÀÌÇÏ´Ì´Â Á¸³ª°Ô ¿¹»¼´Ù.  ,0,0,king****,13359852,['2017.11.04 15:45']
2220,10,0,°¡º±Áö¸¸ ±×·±´ë·Î ÁÁ¾Æ¿ä  ,0,0,dlad****,13359848,['2017.11.04 15:44']
2221,8,0,¹ÝÀü¿¡ ¼Ò¸§ÀÌ¡¥ ÀÌÇÏ´Ì¡¥´ÉÃ» Â¯!!  ,0,0,kdu1****,13359844,['2017.11.04 15:43']
2222,10,0,ÁøÂ¥ ÃÖ°íÀÇ ¿µÈ­ ³Ê¹«Àç¹Ô¾Æ¿ä  ,0,0,¸é²¿Â¯(dlal****),13359840,['2017.11.04 15:42']
2223,10,0,¹ÝÀü°ú ±³ÈÆÀÌ ÀÖ´Â¿µÈ­  ,0,0,dlal****,13359833,['2017.11.04 15:38']
